"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"d48b6bc8-b631-483e-b0ff-cec36e617aeb","Mela.txt","Sida","char-offset:27290","PLACE","http://pleiades.stoa.org/places/639105","Side|Side, Selimiye","-0750/2000","36.768137","31.390552","settlement","VERIFIED","","","",""
"60c1f347-4b9e-47fc-b627-5fa2ef09e245","Mela.txt","Eurymedon.","char-offset:27312","PLACE","http://pleiades.stoa.org/places/638837","Eurymedon, T.|Eurymedon, Zindan Mağarası","-0030/0300","37.823352","31.127989","sanctuary","UNVERIFIED","","","",""
"076984ab-65b4-4f35-8749-5ee72898a50d","Mela.txt","urymedo","char-offset:27313","PLACE","","","","","","","UNVERIFIED","","","",""
"f2af0a01-9df9-4e66-b745-1c8537999959","Mela.txt","Aspendos","char-offset:27485","PLACE","http://pleiades.stoa.org/places/638776","Aspendos/Primoupolis|Aspendos/Primoupolis, Belkis","-0750/0640","36.938889","31.172222","theatre,settlement,basilica,architecturalcomplex","VERIFIED","","","",""
"4d8dd167-78ea-4b99-a592-ca55f5a94973","Mela.txt","Cestros","char-offset:27573","PLACE","http://pleiades.stoa.org/places/638915","Kestros (river)","-0330/0300","36.8540002","30.9204027","river","VERIFIED","","","",""
"e7bf4c52-feac-4a49-bc17-edd76f80de82","Mela.txt","Cataractes","char-offset:27584","PLACE","","","","","","","UNVERIFIED","","","",""
"52f5fa5f-c0f2-4712-9ba9-8310242dc615","Mela.txt","Cestros","char-offset:27596","PLACE","http://pleiades.stoa.org/places/638915","Kestros (river)","-0330/0300","36.8540002","30.9204027","river","VERIFIED","","","",""
"ae114319-031d-4aa5-b24a-ca9febebd0df","Mela.txt","Perga","char-offset:27668","PLACE","http://dare.ht.lu.se/places/24080","Perge Theatre","","36.95768979512","30.850794979086","","VERIFIED","","","",""
"8813dc0b-1c19-4f33-8b7f-6ff2974c3998","Mela.txt","Pergaeam","char-offset:27712","PLACE","http://pleiades.stoa.org/places/536121","Pergama","-0330/0300","","","unlocated","VERIFIED","","","",""
"3b92aefd-a8d4-4cc7-aae1-ba3fdd95707e","Mela.txt","Phaselis","char-offset:27769","PLACE","http://pleiades.stoa.org/places/639051","Phaselis|Phaselis, Tekirova","-0550/0640","36.524579","30.551573","settlement","VERIFIED","","","",""
