"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"2ec983d1-5431-4dd5-8259-1f44b98331ad","Arriano.txt","Lilaios","char-offset:16138","PLACE","http://pleiades.stoa.org/places/845005","Lilaios|Lilaios, E Akçakoca","-0030/0640","41.09037","31.186582","settlement","VERIFIED","","","",""
"9a02a332-c3ec-438f-8418-a5ef05982fb3","Arriano.txt","Elaion","char-offset:16152","PLACE","http://pleiades.stoa.org/places/573197","Elaion M.","","","","unlocated","VERIFIED","","","",""
"4af25fb9-fe08-42e2-beb2-57f931e5a073","Arriano.txt","Heraclea","char-offset:16297","PLACE","http://pleiades.stoa.org/places/844944","Heraclea|Heraclea/Herakleia, Karadeniz Ereğli","-0550/0640","41.284722","31.414722","settlement","VERIFIED","","","",""
"9409b801-7586-484b-9eec-59799084ed64","Arriano.txt","Heraclea","char-offset:16368","PLACE","http://pleiades.stoa.org/places/844944","Heraclea|Heraclea/Herakleia, Karadeniz Ereğli","-0550/0640","41.284722","31.414722","settlement","VERIFIED","","","",""
"3ec3ab45-7c2e-4117-8fb7-7662a7067215","Arriano.txt","Heraclea","char-offset:16411","PLACE","http://pleiades.stoa.org/places/844944","Heraclea|Heraclea/Herakleia, Karadeniz Ereğli","-0550/0640","41.284722","31.414722","settlement","VERIFIED","","","",""
"9ebf8370-488f-45b8-a9ac-067ab9667ac5","Arriano.txt","Metron","char-offset:16442","PLACE","http://pleiades.stoa.org/places/845017","Metroon/Aulia|Metroon/Aulia, near Köseağzı","-0030/0640","41.346777","31.481785","settlement","VERIFIED","","","",""
"54b00439-32b5-4d82-9040-ebfab38cd902","Arriano.txt","Poseidón","char-offset:16487","PLACE","http://pleiades.stoa.org/places/845043","Poseidon, T.|Poseidon, mouth of Bartin Su","-0030/0300","41.686799","32.250706","sanctuary","VERIFIED","","","",""
"616ce25e-0d89-48a3-92fa-0e31a70bea61","Arriano.txt","Tindáridas","char-offset:16514","PLACE","http://pleiades.stoa.org/places/847912","Tyndaridai/Kyrsaita","-0030/0640","","","unlocated","VERIFIED","","","",""
"c292562f-0248-41bd-8c49-048103f0dd32","Arriano.txt","Oxinas","char-offset:16600","PLACE","http://pleiades.stoa.org/places/845030","Oxinas|Oxinas, Oksina?","-0030/0640","41.407123","31.674661","settlement","VERIFIED","","","",""
"22b2d988-bff8-4453-afa6-9a0caf670daf","Arriano.txt","Oxinas","char-offset:16622","PLACE","http://pleiades.stoa.org/places/845030","Oxinas|Oxinas, Oksina?","-0030/0640","41.407123","31.674661","settlement","VERIFIED","","","",""
"f95ad907-e797-4460-923e-a1fbd4734673","Arriano.txt","Sandaraca","char-offset:16635","PLACE","http://sws.geonames.org/737022","Zonguldak","","41.45139","31.79305","","VERIFIED","","","",""
"557240b0-b5bb-4207-b8f2-463884748284","Arriano.txt","Sandaraca","char-offset:16673","PLACE","http://sws.geonames.org/737022","Zonguldak","","41.45139","31.79305","","VERIFIED","","","",""
"b910e971-b028-4182-9e52-845e9b90897d","Arriano.txt","Crenidas","char-offset:16724","PLACE","http://pleiades.stoa.org/places/844992","Krenides|Krenides, Kilimli","-0330/0640","41.490647","31.8409485","settlement","VERIFIED","","","",""
"ea836e32-b956-435b-8989-0087148d2eca","Arriano.txt","Crenidas","char-offset:16747","PLACE","http://pleiades.stoa.org/places/844992","Krenides|Krenides, Kilimli","-0330/0640","41.490647","31.8409485","settlement","VERIFIED","","","",""
"6b89dd72-7ad8-432d-828e-da9a043f8cab","Arriano.txt","Psilas","char-offset:16777","PLACE","http://pleiades.stoa.org/places/845050","Psilis/Papanios (river)","0300/0640","41.5","32.5","river","VERIFIED","","","",""
"4d82f64f-cd76-44f4-80e2-da4f50365f6e","Arriano.txt","Bilaios","char-offset:16938","PLACE","http://pleiades.stoa.org/places/844877","Billaios (river)","-0330/0640","41.1920125","32.6145125","river","VERIFIED","","","",""
"c14b07bd-8fa4-4163-8f0b-12c8d28889d3","Arriano.txt","Bilaios","char-offset:16973","PLACE","http://pleiades.stoa.org/places/844877","Billaios (river)","-0330/0640","41.1920125","32.6145125","river","VERIFIED","","","",""
"812954ec-8980-4a11-85b8-82aded2f0b00","Arriano.txt","Partenion","char-offset:16999","PLACE","http://pleiades.stoa.org/places/845036","Parthenios (river)","-0750/0640","41.5","32.5","river","VERIFIED","","","",""
"8a52d02a-ef03-480a-9e43-c65c5043ad11","Arriano.txt","Jenofonte","char-offset:17104","PERSON","","","","","","","","","","",""
"5ce7013a-92f6-4b6b-a96c-028c193df01e","Arriano.txt","Jenofonte","char-offset:17338","PERSON","","","","","","","","","","",""
"b0e03265-d17e-467e-bd4e-83e2abc27506","Arriano.txt","Paflagonia","char-offset:17376","PLACE","http://pleiades.stoa.org/places/845034","Paphlagonia (region)","-0750/0640","41.44846296666666","33.23855021666667","region","VERIFIED","","","",""
"70787013-f491-4cd6-a320-0973879a01cd","Arriano.txt","Amastris","char-offset:17423","PLACE","http://pleiades.stoa.org/places/844856","Amastris/Sesamos|Amastris/Sesamos, Amasra","-0750/0640","41.746969","32.385648","settlement","VERIFIED","","","",""
"caa441f6-4026-43fa-bbfb-bfb3803e1ef0","Arriano.txt","Erythinos","char-offset:17486","PLACE","http://pleiades.stoa.org/places/844918","Eryth(r)inoi|Erythrinoi/Erythinoi, Çakraz","-0750/0640","41.779469","32.484075","settlement","VERIFIED","","","",""
"9f1d1aab-0ff1-4dd5-ac28-671710804a8e","Arriano.txt","Erythinos","char-offset:17519","PLACE","http://pleiades.stoa.org/places/844918","Eryth(r)inoi|Erythrinoi/Erythinoi, Çakraz","-0750/0640","41.779469","32.484075","settlement","VERIFIED","","","",""
"44fda8fb-c4e9-4712-ba85-b74e265a8125","Arriano.txt","Kitoros","char-offset:17573","PLACE","http://pleiades.stoa.org/places/844997","Kytoros|Kytoros, Kidros/Sütlüce","-0750/0640","41.85942","32.85803","settlement","VERIFIED","","","",""
"169f4d45-ad88-4b9f-b285-c77c7976100c","Arriano.txt","Kitoros","char-offset:17601","PLACE","http://pleiades.stoa.org/places/844997","Kytoros|Kytoros, Kidros/Sütlüce","-0750/0640","41.85942","32.85803","settlement","VERIFIED","","","",""
"81073933-6e1b-47b3-88c0-390bd1c92231","Arriano.txt","Kitoros","char-offset:17645","PLACE","http://pleiades.stoa.org/places/844997","Kytoros|Kytoros, Kidros/Sütlüce","-0750/0640","41.85942","32.85803","settlement","VERIFIED","","","",""
